USER_ID,TRACK_ID,C_DATE,LIKED,DOWNLOAD,PURCHASE
3568980,11002401.0,2014-09-21 12:09:43,1.0,0.0,0.0
3593916,11245659.0,2014-09-21 13:09:52,1.0,0.0,0.0
3597896,11182798.0,2014-09-21 15:09:06,1.0,0.0,0.0
9599548,11059214.0,2014-09-21 15:09:41,1.0,0.0,0.0
3568980,2850931.0,2014-09-22 14:09:10,1.0,0.0,0.0
3568980,11312489.0,2014-09-23 15:09:03,1.0,0.0,0.0
3568980,11359834.0,2014-09-23 17:09:08,1.0,0.0,0.0
3597896,11359843.0,2014-09-24 09:09:56,1.0,0.0,0.0
3595940,6491933.0,2014-09-24 13:09:10,1.0,0.0,0.0
